,medicine,f1-score,precision,recall,TP,FP,TN,FN
0,桂枝,0.9721706864564007,0.9776119402985075,0.966789667896679,262,6,360,9
1,柴胡,0.9828009828009828,0.9900990099009901,0.975609756097561,200,2,430,5
2,黃芩,0.9900199600798403,1.0,0.9802371541501976,248,0,384,5
3,茯苓,0.970873786407767,0.9803921568627451,0.9615384615384616,200,4,425,8
4,澤瀉,0.9775784753363229,0.990909090909091,0.9646017699115044,218,2,409,8
5,附子,0.9774436090225564,0.9848484848484849,0.9701492537313433,260,4,365,8
6,甘草,0.9622641509433962,0.937007874015748,0.9889196675900277,357,24,252,4
7,當歸,0.9904761904761905,0.9952153110047847,0.985781990521327,208,1,425,3
8,白芍,0.9768160741885625,0.9844236760124611,0.9693251533742331,316,5,306,10
9,炙甘草,0.9692101740294511,0.9890710382513661,0.9501312335958005,362,4,252,19
10,overall,0.9757092527350268,0.9806187103988073,0.9708487084870848,2631,52,3608,79
