,medicine,f1-score,precision,recall,TP,FP,TN,FN
0,桂枝,0.9716446124763705,0.9961240310077519,0.948339483394834,257,1,365,14
1,柴胡,0.982716049382716,0.995,0.9707317073170731,199,1,431,6
2,黃芩,0.9900596421471173,0.996,0.9841897233201581,249,1,383,4
3,茯苓,0.9707317073170733,0.9851485148514851,0.9567307692307693,199,3,426,9
4,澤瀉,0.9775784753363229,0.990909090909091,0.9646017699115044,218,2,409,8
5,附子,0.9771863117870723,0.9961240310077519,0.9589552238805971,257,1,368,11
6,甘草,0.9690140845070422,0.9856733524355301,0.9529085872576177,344,5,271,17
7,當歸,0.9904306220095694,1.0,0.981042654028436,207,0,426,4
8,白芍,0.9765258215962441,0.9968051118210862,0.9570552147239264,312,1,310,14
9,炙甘草,0.9692101740294511,0.9890710382513661,0.9501312335958005,362,4,252,19
10,overall,0.9765610350646915,0.9927563858177659,0.9608856088560885,2604,19,3641,106
