,medicine,f1-score,precision,recall,TP,FP,TN,FN
0,桂枝,0.9716446124763705,0.9961240310077519,0.948339483394834,257,1,365,14
1,柴胡,0.9828009828009828,0.9900990099009901,0.975609756097561,200,2,430,5
2,黃芩,0.9900990099009901,0.9920634920634921,0.9881422924901185,250,2,382,3
3,茯苓,0.970873786407767,0.9803921568627451,0.9615384615384616,200,4,425,8
4,澤瀉,0.9775784753363229,0.990909090909091,0.9646017699115044,218,2,409,8
5,附子,0.9770992366412213,1.0,0.9552238805970149,256,0,369,12
6,甘草,0.9691011235955055,0.9829059829059829,0.9556786703601108,345,6,270,16
7,當歸,0.9904761904761905,0.9952153110047847,0.985781990521327,208,1,425,3
8,白芍,0.9768160741885625,0.9844236760124611,0.9693251533742331,316,5,306,10
9,炙甘草,0.9690444145356663,0.994475138121547,0.9448818897637795,360,2,254,21
10,overall,0.9766136576239476,0.9905123339658444,0.9630996309963099,2610,25,3635,100
